epoch,binary_accuracy,loss,val_binary_accuracy,val_loss,val_vod_coefficient,vod_coefficient
29,0.9967025899887085,-0.829145674854517,0.9977156114578247,-0.9063650336861611,0.8288775753974914,0.7108489851653575
30,0.9966429185867309,-0.829446702003479,0.9976991081237793,-0.9054288521409035,0.8273103702068328,0.7110554137825966
31,0.9967363357543946,-0.8346653315424919,0.9977490758895874,-0.9066977575421333,0.8294416999816895,0.7177232429385185
32,0.9965901088714599,-0.8300056874752044,0.9976967096328735,-0.9058137157559395,0.8279469859600067,0.7111784672737121
33,0.996585259437561,-0.8295695596933365,0.9977229595184326,-0.9065825936198234,0.8292557972669602,0.710672393143177
34,0.9965831232070923,-0.82742805570364,0.9976993560791015,-0.9049505364894866,0.8265276670455932,0.7080131772160531
35,0.996622576713562,-0.832983013689518,0.997765154838562,-0.9068839013576507,0.8297499471902847,0.7157815884053708
36,0.9965932512283325,-0.8278291383385659,0.9976841974258422,-0.9060304555296897,0.8283239051699638,0.7087927259504795
37,0.9966821336746216,-0.8302659076452256,0.9977289628982544,-0.9064537647366524,0.8290319159626961,0.7121873134374619
38,0.9966338253021241,-0.8301800748705864,0.9977314043045044,-0.9059801134467125,0.8282341775298119,0.7111863332986832
39,0.9965557909011841,-0.828372220993042,0.9976549816131591,-0.9055243772268295,0.8274642097949981,0.709561292976141
40,0.9966175031661987,-0.8275232836604118,0.9977030611038208,-0.906756442785263,0.8295330947637558,0.7081224013864994
41,0.9965684127807617,-0.8285516405105591,0.9977274656295776,-0.9063232946395874,0.828822178542614,0.7089285835623741
42,0.9965743017196655,-0.8311458232998848,0.9977472877502441,-0.9058994367718697,0.8281137311458587,0.7133519959449768
43,0.9966753244400024,-0.8291586509346962,0.9977419757843018,-0.9058095201849937,0.8279622828960419,0.7102944260835647
44,0.996649751663208,-0.8267889398336411,0.9976845836639404,-0.9054755771160126,0.8273897925019265,0.7071638073027134
45,0.9965391159057617,-0.8284001728892326,0.9976943349838256,-0.9061979800462723,0.8285875341296196,0.7092714466154575
46,0.9965509653091431,-0.828921914100647,0.9977408456802368,-0.9078010877966881,0.8312795051932335,0.7102244752645492
47,0.9965415716171264,-0.8281410005688667,0.9976901817321777,-0.9057670640945434,0.8278755125403404,0.708565072864294
48,0.9965493440628052,-0.829086691737175,0.997753586769104,-0.9060201182961464,0.8283103042840958,0.7101101113855839
49,0.9965624237060546,-0.8268544256687165,0.9976719045639038,-0.9055684122443199,0.8275269663333893,0.7066279201209545
